,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Región en la que vives actualmente,Grado de instrucción,Edad,Género,Situación laboral,"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,¿Qué sistema operativo usas principalmente para desarrollo web?,Other,ASP.NET,Java,node.js / io.js,PHP,Python,Ruby,Play Framework (Java),Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),Bottle (Python),Django (Python),Flask (Python),webpy (Python),Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),AJAX,CSS,Flash/ActionScript,HTML,JavaScript,AngularJS,backbone.js,backbone.js + chaplin.js,backbone.marionette.js,backbone.js + Thorax,D3.js,dojo,ember.js,jQuery,jQuery UI,React,Zepto.js,Other,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,Other,¿Haces desarrollos para plataformas móviles? ¿Para cuáles?,Start Date (UTC),Submit Date (UTC),Network ID
e6f0766cd299c2cbaff54bba76dbe583,Lima,Graduado de universidad,41 - 50 años,Masculino,Trabajo como dependiente,0,De 4501 a 5500,Linux,,No conozco,4 a 6 años,1 a 3 años,Menos de 1 año,No conozco,No conozco,,,,,,,,,,,,1 a 3 años,4 a 6 años,No conozco,Más de 6 años,Más de 6 años,,,,,,,,,,jQuery UI,,,,En la universidad o instituto,,,,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-04-13 16:45:54,2015-04-13 16:49:50,b6748897c9
a1ae9c94fae1ae992d778031e798e4f6,Arequipa,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente,0,Menos de 1500 nuevos soles,Windows,,No conozco,1 a 3 años,No conozco,Menos de 1 año,Menos de 1 año,No conozco,,,,,,Django (Python),,,,,,No conozco,Menos de 1 año,No conozco,1 a 3 años,Menos de 1 año,,,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-13 18:05:31,2015-04-13 18:10:31,e073c0c7c4
3cdb00610e5924d761cd64c7d40effca,Tacna,Graduado de universidad,41 - 50 años,Masculino,Trabajo como dependiente,0,De 2501 a 3500,Windows,,1 a 3 años,Menos de 1 año,Menos de 1 año,4 a 6 años,Menos de 1 año,Menos de 1 año,,,Symfony2 (PHP),,,,,,,,,Menos de 1 año,4 a 6 años,1 a 3 años,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,,2015-04-13 22:26:50,2015-04-13 22:32:11,962bf554a3
d27887d1561af951c02338f9af83a616,Junín,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Linux,,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,4 a 6 años,Menos de 1 año,,,,,,Django (Python),Flask (Python),,,,Sinatra (Ruby),4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,,,,,D3.js,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,"Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-04-14 15:47:09,2015-04-14 15:49:01,f0fa2d60e7
e7294a6acdb9aa8c403ebda356d55c7f,Lima,Graduado de universidad,17 - 23 años,Masculino,Trabajo como independiente,1,De 3501 a 4500,Windows,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),,,Django (Python),,,,Ruby on Rails,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,AngularJS,,,,,,,,,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",,Seminarios web,,"Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,Android,2015-04-14 15:59:07,2015-04-14 16:02:06,06ac44dd29
fe48a6a3ec5e52ed736df2476ebc2fa2,Arequipa,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente,0,De 1501 a 2500,Linux,,No conozco,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,1 a 3 años,Play Framework (Java),,,,,Django (Python),,,,Ruby on Rails,,1 a 3 años,4 a 6 años,No conozco,Más de 6 años,Más de 6 años,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,,,Android,2015-04-15 17:26:40,2015-04-15 17:33:29,7257f7c970
8c907550fafc1dd160c4caaaf2c9f079,Lima,Estudiante en instituto,24 - 30 años,Masculino,Trabajo como dependiente,1,De 2501 a 3500,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Más de 6 años,Menos de 1 año,No conozco,,,,,,,,,,,,Más de 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,4 a 6 años,,,,,,,,,jQuery,,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,,,,,,Android,2015-04-16 19:24:13,2015-04-16 19:28:23,85ad20d6f5
8b949dd9e8c2409760814d1a92bdbcde,Arequipa,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente,0,De 1501 a 2500,Windows,,Menos de 1 año,No conozco,Menos de 1 año,1 a 3 años,1 a 3 años,Menos de 1 año,,,Symfony2 (PHP),,,Django (Python),Flask (Python),,,,,1 a 3 años,4 a 6 años,No conozco,4 a 6 años,4 a 6 años,,,,,,,,,jQuery,,React,Zepto.js,Meteor,,,,Documentación en la web,Seminarios web,,,,,,Webapps móviles (en general),2015-04-16 20:06:15,2015-04-16 20:09:19,ed54bdeee9
90d23f7b8585ae7457049e480bbe3c18,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como independiente,1,De 1501 a 2500,Linux,,Menos de 1 año,1 a 3 años,Menos de 1 año,Más de 6 años,4 a 6 años,4 a 6 años,,,Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,Ruby on Rails,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,,,,Android,2015-04-17 06:59:32,2015-04-17 07:03:18,25ba0f0be6
5f85d2776225566e7cf43fc0baa39833,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Mac,,No conozco,No conozco,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,,Laravel (PHP),,,,Django (Python),,,,Ruby on Rails,,1 a 3 años,4 a 6 años,No conozco,4 a 6 años,4 a 6 años,AngularJS,,,,,D3.js,,ember.js,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,"Cursos en línea, en plataformas de pago",,,,iOS,2015-04-17 15:22:23,2015-04-17 15:33:04,0378d1c1ae
f353ca59f015886198a2403b9c3596b9,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,Zend Framework (PHP),,,,,,,,Menos de 1 año,4 a 6 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),,,Seminarios web,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-17 19:53:59,2015-04-17 20:01:30,3865b05834
b26015c4f70845aa187bdcf4b2afc2ec,Lima,Maestría,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 3501 a 4500,Linux,,No conozco,Más de 6 años,4 a 6 años,Más de 6 años,Menos de 1 año,Menos de 1 año,Play Framework (Java),,Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),1 a 3 años,Más de 6 años,1 a 3 años,Más de 6 años,Más de 6 años,,backbone.js,,,,,,,jQuery,,,,,,,"Libros, revistas y otras publicaciones impresas",,Seminarios web,,,En grupos de amigos o compañeros de trabajo,,,Android,2015-04-17 19:47:39,2015-04-17 20:02:36,6ba8802f70
5fd5e3fa6193e0a4e9c2b1b19dd9fb79,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Linux,,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,,Symfony2 (PHP),,,,,,,,,1 a 3 años,4 a 6 años,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,,,Android,2015-04-17 20:53:15,2015-04-17 20:55:19,6ba8802f70
bb8788bd543e57e18a157c7e152285d5,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Linux,,Menos de 1 año,1 a 3 años,Menos de 1 año,4 a 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),,,,,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,4 a 6 años,,,,,,,dojo,,jQuery,jQuery UI,,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-17 21:21:09,2015-04-17 21:23:22,6ba8802f70
1cb546ab2a26888e3f919bc3cefa32d0,Lima,Estudiante en universidad,41 - 50 años,Masculino,Trabajo como dependiente,0,De 1501 a 2500,Windows,,No conozco,Menos de 1 año,No conozco,No conozco,No conozco,No conozco,Play Framework (Java),,,,,,,,,,,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,,,,,,,,,,,,java scrip,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,,,,,2015-04-18 14:12:08,2015-04-18 14:17:46,14d4830987
b9bca99130ee7bf6e59c277c931110db,Puno,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Linux,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,Laravel (PHP),,,,Django (Python),,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,,,,,,dojo,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,,,Android,2015-04-19 06:23:51,2015-04-19 06:31:15,5cfeefbbf3
e3e5f59e10080a7db882a48093975f80,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Linux,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),,,,,,,Ruby on Rails,Sinatra (Ruby),Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,,,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,,,Android,2015-04-20 16:34:50,2015-04-20 16:39:55,0b8c29c2d5
bb144f1321d275b2aa874bf20ef14744,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 5501 a más,Mac,,Menos de 1 año,Menos de 1 año,1 a 3 años,4 a 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),,,,,,,Ruby on Rails,,4 a 6 años,Más de 6 años,4 a 6 años,4 a 6 años,4 a 6 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,React,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-04-20 16:49:48,2015-04-20 16:53:05,5eb242d3ef
fda65b50d324a31727b89d796b54a72a,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 3501 a 4500,Mac,,Menos de 1 año,Menos de 1 año,1 a 3 años,4 a 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,,,,,,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,AngularJS,,,,,,dojo,,jQuery,jQuery UI,React,Zepto.js,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,2015-04-20 19:29:15,2015-04-20 19:32:52,6d013b211e
b0faf5a05038074c4708f313d69f807c,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 2501 a 3500,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,Laravel (PHP),,Zend Framework (PHP),,,,,,,,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-20 19:30:22,2015-04-20 19:35:10,6d013b211e
0dcfcdcf6a6fbb9ccb0ca3dab188570f,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como independiente,0,Menos de 1500 nuevos soles,Windows,,No conozco,No conozco,Menos de 1 año,1 a 3 años,No conozco,No conozco,,,,,,,,,,,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,React,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Firefox OS,2015-04-21 05:04:40,2015-04-21 05:08:11,b2a954ad25
6395e847e6a126d92f0b55b48fc26e58,Ancash,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,0,De 2501 a 3500,Windows,,Menos de 1 año,Más de 6 años,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Play Framework (Java),Laravel (PHP),,,,Django (Python),,,,Ruby on Rails,,Menos de 1 año,1 a 3 años,1 a 3 años,Más de 6 años,1 a 3 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,,,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,Android,2015-04-21 05:10:06,2015-04-21 05:13:24,87a44332a9
4767be61a83a3fdcf89817a27b101dbb,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como independiente,1,De 1501 a 2500,Linux,,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,No conozco,Play Framework (Java),,,,,Django (Python),Flask (Python),,,,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-21 05:17:11,2015-04-21 05:22:04,29ddf9b7fa
f35068fbef3e917f614c6d12dde7436c,Lima,Estudiante en universidad,17 - 23 años,Masculino,No trabajo actualmente,1,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,Más de 6 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,,Symfony2 (PHP),,,Django (Python),,,,Ruby on Rails,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,AngularJS,,,,,D3.js,,ember.js,,,,,,En la universidad o instituto,,,,,,,,,,Android,2015-04-21 05:19:42,2015-04-21 05:25:11,c61664ae2d
e413f88e6aeeed9c3222091136aad858,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,4 a 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,Zend Framework (PHP),,Django (Python),,,,Ruby on Rails,,4 a 6 años,Menos de 1 año,1 a 3 años,4 a 6 años,4 a 6 años,,backbone.js,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-21 06:43:54,2015-04-21 06:50:26,17705b1782
236001b31edeff4d6d91e6af5d107adc,Lima,Graduado de instituto,41 - 50 años,Masculino,Trabajo como independiente,0,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,No conozco,No conozco,,,,,,,,,,,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-21 08:59:46,2015-04-21 09:13:20,8f194621d6
53f981d35ac42200a2727f479c4c1187,Cusco,Estudiante en universidad,31 - 40 años,Masculino,Trabajo como independiente,1,De 2501 a 3500,Linux,,Menos de 1 año,1 a 3 años,1 a 3 años,4 a 6 años,1 a 3 años,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,Más de 6 años,,backbone.js,,,,,,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-21 13:09:01,2015-04-21 13:11:36,0219e4adf6
86e2c899aad82dfc7e856fc5a8462f4d,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 5501 a más,Windows,,4 a 6 años,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,,,,,,,,,,Ruby on Rails,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,,jQuery UI,,Zepto.js,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,Android,2015-04-21 14:43:56,2015-04-21 14:49:28,c6ff5506c3
f95fbe5b0cbf9433be5188cc5c97bce0,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Windows,,No conozco,1 a 3 años,No conozco,1 a 3 años,No conozco,No conozco,,Laravel (PHP),,,,,,,,,,1 a 3 años,4 a 6 años,No conozco,Más de 6 años,1 a 3 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,jQuery UI,React,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,video tutoriales,Android,2015-04-21 15:56:33,2015-04-21 16:07:20,66378de180
953308edf59f043e57d99d27a4c05d24,Lima,Graduado de universidad,17 - 23 años,Femenino,Trabajo como dependiente e independiente,0,De 1501 a 2500,Windows,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Play Framework (Java),,,,,Django (Python),,,,,Sinatra (Ruby),No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,AngularJS,,,,,,,,jQuery,,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-21 17:02:11,2015-04-21 17:33:08,89d4d1ab56
2f6e9b7e590682efa8825ea10111f970,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Windows,,No conozco,Más de 6 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,,Laravel (PHP),Symfony2 (PHP),,,Django (Python),,,,Ruby on Rails,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,,,,,En la universidad o instituto,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,iOS,2015-04-21 18:01:00,2015-04-21 18:05:22,30eed987b5
fa861bcedb9781fa66aad0c0df8c8f33,Lima,Doctorado,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,De 5501 a más,Mac,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Play Framework (Java),Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),Bottle (Python),Django (Python),Flask (Python),webpy (Python),Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,AngularJS,backbone.js,backbone.js + chaplin.js,backbone.marionette.js,backbone.js + Thorax,D3.js,dojo,ember.js,jQuery,jQuery UI,React,Zepto.js,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,,,Android,2015-04-21 20:21:06,2015-04-21 20:24:29,60870511bc
70a73f90b5e66bf986729aa294af16c5,Lima,Graduado de universidad,17 - 23 años,Masculino,Trabajo como dependiente,1,De 5501 a más,Mac,,Menos de 1 año,1 a 3 años,No conozco,4 a 6 años,Menos de 1 año,No conozco,,,Symfony2 (PHP),,,,,,,,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,,,,,,,,Documentación en la web,Seminarios web,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-21 21:10:08,2015-04-21 21:14:31,cae3e2c34e
3896d4b289e15682ce157afc76ff0e2c,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Windows,,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,Play Framework (Java),Laravel (PHP),,Zend Framework (PHP),,,,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-21 21:50:10,2015-04-21 22:48:58,7db84ba58b
53c8367a44987d43dfa0394989d6e319,Lima,Maestría,41 - 50 años,Masculino,Trabajo como dependiente,1,De 5501 a más,Windows,,4 a 6 años,1 a 3 años,Menos de 1 año,No conozco,No conozco,No conozco,Play Framework (Java),,,,,,,,,,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,,,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,,,,Android,2015-04-22 19:20:20,2015-04-22 19:24:07,f06619a579
71e1a56947f2502d3559fedb4a64f281,Puno,Graduado de universidad,31 - 40 años,Femenino,Trabajo como dependiente,0,De 1501 a 2500,Windows,,Menos de 1 año,No conozco,No conozco,Menos de 1 año,No conozco,No conozco,,,,,,,,,,,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,AngularJS,,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-22 19:41:40,2015-04-22 19:46:08,203cc5c1c2
03db208f67baf08eff771e97441e8b8d,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,4 a 6 años,1 a 3 años,Play Framework (Java),Laravel (PHP),,,,Django (Python),Flask (Python),,,Ruby on Rails,,4 a 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,4 a 6 años,AngularJS,,,,,D3.js,,,jQuery,jQuery UI,React,,,,,,Documentación en la web,,,,,,,Android,2015-04-23 03:57:08,2015-04-23 04:02:49,948e8bc2bd
500d42c9a13ae5bccc5fc287c064ae34,Arequipa,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,0,De 3501 a 4500,Mac,,Menos de 1 año,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,Play Framework (Java),,,,,Django (Python),Flask (Python),,,Ruby on Rails,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,React,,,,,,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-23 04:19:01,2015-04-23 04:22:28,4e449702af
4a41535df1ff423c2831dc3435e29831,Arequipa,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Mac,,Menos de 1 año,4 a 6 años,1 a 3 años,Menos de 1 año,4 a 6 años,No conozco,,Laravel (PHP),,,,Django (Python),,webpy (Python),,,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-23 05:06:47,2015-04-23 05:17:14,b90e649591
